,price
37458,507
35547,1235
7998,4480
23896,702
26976,456
43894,2264
23107,677
30191,918
46047,2572
44468,2333
39165,1666
21143,11060
15474,6733
41995,1963
5921,4077
775,2870
2705,3303
40441,1793
32302,1013
37430,1431
46261,2606
33074,1052
29276,472
22173,647
5593,3998
4483,3733
30365,926
5600,3998
31910,994
13026,5771
42308,2010
25879,765
32649,1030
23924,702
9148,4712
5875,4064
10359,4999
12048,5454
36847,506
39010,1656
32446,380
15660,6808
15732,6849
28974,872
17401,7785
618,2850
12098,5474
38164,521
15420,6707
17760,8032
14657,6406
33548,1076
2794,3314
13270,5861
33641,1080
12554,5602
36774,1357
22277,650
567,2840
20903,10740
1709,3075
4728,3786
46992,2737
2533,3259
40923,1840
39207,1668
42493,2041
29699,900
33157,1055
43697,2234
9485,4788
16706,7391
24214,709
14592,6377
24746,726
21088,10982
23431,686
18683,8733
36972,1378
32067,1003
31619,982
31050,956
1644,3057
27038,802
35035,1184
23366,684
12617,5628
42475,2040
10490,5028
12978,5759
33429,491
17779,8044
11281,597
14912,6511
179,2777
10620,5060
39523,1701
26175,773
2595,3275
20334,10116
16442,7239
12982,5759
31582,982
44837,2381
43577,2209
7244,4332
28166,844
4408,3713
2990,3368
13051,5779
22417,658
13328,5882
14986,608
14487,6334
23286,683
18615,8669
14819,6468
36795,1359
4611,3756
36954,1376
21572,11512
27256,810
2223,3190
7838,4456
43746,543
46024,2568
29391,886
40269,1781
44129,2291
5372,3950
26674,454
8490,589
13349,5889
42374,2021
28786,865
15357,6669
688,2858
8608,4612
46286,2610
3522,3484
44236,2308
588,2843
4922,3830
21039,10929
42297,2008
1621,3051
30869,477
1257,559
40416,1791
35162,1197
6306,4155
9529,4798
4422,3716
10608,5056
15956,612
31,402
29019,874
25727,759
15995,6989
41617,1919
15158,6607
4205,3669
25346,449
21528,11437
20424,10238
21407,11365
10317,4994
20951,10800
46455,2647
43074,2131
30946,951
39965,1751
10041,596
40713,1819
42765,2081
30831,945
35971,1264
20691,10521
24856,730
33032,1050
43250,2157
3735,3538
36703,1349
30849,946
8857,4663
5317,3932
42277,2004
36939,1374
35713,1243
7576,583
31373,971
23009,675
10584,5052
5566,3992
25624,756
3078,567
20181,10011
31812,990
13773,605
10231,4969
22431,658
13487,5937
15802,6892
22264,649
12220,601
41723,1930
6153,4118
36641,1340
21325,11229
22979,675
9430,593
34400,1125
39481,1698
27708,827
12705,5661
10559,5047
15117,6589
37327,1415
45566,548
43084,2132
25996,368
8368,4560
32749,1035
44977,545
22636,666
27350,812
18173,8339
46849,2713
42442,2034
475,2825
23189,680
10693,5078
20464,10292
35505,1233
47086,2757
36568,1332
26853,795
16947,7515
10229,4969
39360,1689
7116,4309
31435,973
6991,4278
42485,2041
39894,1746
39320,1686
14598,6381
9157,4714
42413,2028
26749,790
27292,810
28028,838
35439,1227
14200,6221
13179,5819
28254,844
22955,673
32923,1044
3907,3593
26287,776
16950,7520
12479,5593
38868,1641
27404,814
18932,8895
3625,3516
25213,742
30300,921
20756,10614
36176,1289
30431,928
39014,1656
4213,3669
16430,7234
10046,596
32223,1010
41713,1928
45984,2559
41059,1847
9435,593
46031,2569
42805,2088
8721,4637
25886,765
16109,7069
15018,6543
5668,4016
39078,1662
16395,7213
32238,1011
4251,3675
18917,8886
15385,6683
32185,1008
11110,5189
37399,1426
38951,1654
23385,684
5142,3889
40208,1776
37594,1438
32507,1020
45717,2515
44008,2278
34179,1114
32546,1021
14822,6469
14640,6400
32360,1014
18392,8545
10807,5111
32741,1035
35845,1257
16439,7236
19405,9260
39740,526
3685,571
41397,1889
33878,1094
15858,6930
24607,722
12368,5548
23604,693
36557,505
44698,2362
20955,10804
19661,625
480,2826
14978,6540
1119,2943
46210,2595
31933,995
479,2826
30989,954
38202,1580
19976,627
29900,907
5765,576
10831,5120
46300,2612
10501,5031
9372,4766
13049,5779
13578,5975
4374,3706
24117,707
7025,4284
35691,1241
36815,1363
45833,2538
1114,2942
34554,1142
40217,1777
10731,5088
43931,2268
27821,828
7486,4382
1239,2966
31402,972
34639,1153
7228,4327
8088,4498
16890,7481
2435,3246
1547,561
2713,3303
35649,1239
40799,1825
43622,2218
41506,1908
2354,3219
26585,788
46997,2738
14405,6296
3016,3376
37036,1388
7673,4419
33383,1068
5881,4065
35919,504
40739,1819
25373,746
45514,2485
35975,1264
1589,3043
33681,1080
22259,649
10088,4932
314,2804
44975,545
45283,547
31987,1000
9307,4751
30991,954
37352,1420
26497,784
23335,684
3845,3574
13617,5993
19441,9290
19370,625
2143,561
44139,2293
23390,684
38704,1629
24531,720
15264,6659
6970,580
2311,3209
10434,5014
36790,1359
16493,7273
32091,1006
27172,805
14140,6190
18961,8915
19170,9067
25152,739
6728,4234
41793,1941
30297,921
23103,676
44787,2374
40700,1817
17827,8058
22434,658
227,2789
46206,2594
10200,4963
9261,4742
23551,689
2515,3253
43567,2207
7426,4372
2395,3231
3946,3601
43333,2170
1579,3039
25242,743
14369,608
30388,926
19821,9630
7546,4398
17464,7823
21261,11159
6088,579
12525,603
25410,747
32978,1046
22313,652
17461,7822
37641,1442
1492,3018
46945,2728
29720,900
36926,1372
35282,502
27106,803
26419,779
26128,772
7961,4476
6688,579
25802,764
42275,2003
12865,5712
44803,2376
22998,675
23260,683
12809,5702
16909,7493
37257,1409
45363,2454
36614,1337
43169,2142
6640,4215
24644,723
13065,5784
44073,544
12919,5732
43229,2154
15718,6840
9193,4722
24130,707
104,2762
6588,4202
26316,776
31390,972
18616,8669
36716,1351
40426,1792
39892,1745
23295,683
27271,810
30779,945
19016,8955
3265,3425
43758,544
11635,5322
43277,2161
43497,2197
29917,473
24126,707
27494,816
18973,8923
41194,1867
13739,6048
9232,4735
1484,3017
42282,2005
44435,2329
29911,473
40032,1755
30421,928
45747,2523
34225,1115
17863,8081
41497,1907
31818,485
9009,4693
44790,2375
1580,3040
21639,11601
18442,625
39762,1725
46793,552
14510,6342
21625,11576
12053,5455
6684,579
25796,764
24298,710
120,2765
28110,842
42479,2041
4166,3656
44069,544
17633,7934
28865,869
43568,2207
38191,1580
8065,4497
38331,1600
25201,742
18722,8752
27969,833
15551,6774
12016,5443
26027,450
7263,581
46897,2723
41750,1935
5127,3886
34326,1124
31451,974
11204,5218
9713,4848
43161,2141
29194,879
22059,645
40290,1781
26966,802
23804,698
35169,1197
31766,988
27571,821
13667,6019
27883,829
12578,5613
27235,810
29938,907
45411,2464
6290,4150
44273,2313
44668,544
17723,8004
7314,4341
20949,10800
41681,1923
12534,603
29174,878
27814,828
36645,1341
3229,3417
5244,3913
4086,3632
26892,798
1419,3006
8639,4620
30137,917
30236,475
6555,4199
33080,1052
8982,4688
1759,3084
32184,1008
202,2782
34801,1163
41752,1935
27653,827
13388,5910
22535,662
32940,1046
20445,10277
3063,408
17555,7865
15241,6646
36093,1279
24378,445
3590,3504
19229,9118
8789,589
25902,765
43346,2173
17108,7602
37555,1436
2235,3192
23440,686
46703,2690
25547,755
4275,572
5346,3943
1378,2999
23446,686
27799,828
40448,1795
849,2889
37580,1438
27082,802
27332,811
43095,2135
261,2797
36514,1329
5533,3986
30395,927
41054,1846
31248,965
23887,702
6348,4161
41864,1949
8132,4511
6049,409
3135,3389
19531,9370
18297,8452
16792,7439
365,554
2539,3261
37044,1389
7839,4456
41623,532
37487,1433
5695,4024
44361,2322
11282,597
20709,10548
20171,9998
12451,5580
29462,891
19809,9618
5128,3886
10403,5006
40564,1812
15203,6625
20386,10197
13686,6027
33797,1087
15528,6762
14907,6509
24151,707
46642,2677
45961,2555
37944,1557
31971,999
37648,1442
45959,2555
33158,1055
41731,1932
13357,5889
9007,4693
22079,427
11975,5429
13141,5816
45755,2525
12936,5741
7245,4332
43546,2203
31210,961
23564,690
24286,710
14607,6387
33657,1080
21887,638
40485,1801
4307,3685
8360,4559
7540,4398
28162,844
39857,1741
33352,1065
3718,3534
37467,507
13874,6096
37756,512
24430,716
1068,2930
38006,1566
27457,816
19019,8958
15332,610
39966,1752
45791,2530
16155,7091
32135,486
12207,419
1084,2935
34083,1107
39133,1662
30226,475
14363,607
14261,6252
37605,1438
31973,999
40769,1822
17781,8044
34657,498
15575,6784
36901,1368
17303,7722
4688,3775
27868,829
21578,11519
25306,744
43254,2159
40634,1815
7847,4458
23866,700
4721,3783
13216,5833
30944,951
15005,609
26378,776
174,2777
21422,11385
32801,489
3859,3578
3225,3416
29307,882
36748,1356
14751,6440
34346,492
23452,686
16810,7453
12415,5560
39899,1746
582,2842
26904,799
15814,6904
8018,4484
517,2833
34074,1107
21044,10933
31442,974
40442,1793
42157,1988
6175,4123
6760,4238
2694,3299
30135,917
14887,6500
30251,477
45972,2558
35473,1230
34938,1178
15759,6863
4534,3745
11645,5325
36636,1340
13494,5938
31792,989
42896,2098
2606,3276
4710,3780
23861,700
28569,855
3547,3492
11882,5408
10821,5115
46529,2655
26054,768
34353,492
30330,924
18749,625
29281,472
12274,5519
31413,972
30846,946
7130,4312
36946,1376
33001,1048
32660,1031
21418,11379
6739,4234
17507,622
13257,5855
13683,6026
10029,595
24306,710
38213,1581
44138,2293
41869,1950
22899,671
788,2872
30015,911
4621,3759
41395,1889
25468,752
24677,725
16688,7372
9154,4713
22785,666
32116,1007
32046,1002
34968,499
30926,949
2538,3261
7395,4366
45938,2553
17359,7751
15576,6785
26963,802
32822,1040
34906,1175
10147,4950
23620,694
10684,5075
23420,685
24174,708
34334,1125
45243,2441
30425,928
39911,1746
29732,900
31959,998
37031,1388
41243,1875
42126,1984
39157,1665
31925,995
31571,981
18935,8896
15302,421
28186,844
11559,5306
36404,1316
881,2894
46008,2564
22433,658
633,2853
15799,6890
2580,3270
35250,1207
6875,4260
2089,3166
745,2863
39687,1721
35361,1217
40558,1812
27648,827
38487,523
2141,561
15398,6692
35690,1241
8030,4488
27553,820
28048,838
22985,675
10211,4965
4453,3724
41873,1951
15678,6814
41737,1933
43633,2219
24728,725
23579,692
26086,770
1202,2960
19399,9256
39309,1684
22196,648
26448,780
24115,707
45032,2401
7384,4363
8563,4600
10719,5085
34711,1154
37850,394
40561,1812
42384,2023
4596,3751
17319,7729
10292,4989
18871,8850
18795,8789
20042,9857
33071,1052
40522,1807
9589,4816
39355,1689
39285,1680
17026,7562
13854,6088
32739,1035
2104,3170
27974,833
36287,1297
27517,817
23065,432
41654,1919
13746,605
44399,544
34769,1160
24663,723
7931,4468
28948,872
46393,2633
35181,1200
23014,675
16188,7108
40199,1774
35617,504
37377,1422
36190,1291
8160,4516
5484,3972
19391,9251
34198,1114
42861,2093
43395,2184
19736,9545
27929,833
46681,2684
32795,489
17890,8107
36606,1336
9026,4699
13925,6112
41538,1911
41073,1847
25328,745
25735,760
18445,625
40075,1757
31392,972
30007,911
34475,1133
34611,1151
18180,8346
8470,589
1303,2975
44119,2290
46073,2575
21560,11489
14814,6467
41351,1882
4776,3798
23092,435
6387,579
28905,469
16518,7281
27624,462
45748,2523
42281,2005
10199,4963
30570,477
12855,605
19182,9072
21302,11199
21617,11565
11366,5250
31908,994
41581,1915
641,2854
5534,3986
31516,484
1402,3003
38864,1641
23068,433
13991,6140
2730,3307
2638,3286
45524,2487
35961,1264
22283,650
42907,2100
23515,688
18986,8930
26867,796
10194,4961
19960,626
22744,432
28209,844
40049,526
36665,1343
28169,844
1596,3045
4428,3718
26864,796
15920,6966
38071,1573
28969,872
35758,1246
17946,8157
28990,873
37090,1395
31044,956
15035,6552
27515,817
1052,2925
26812,792
30940,950
37101,1395
5017,3857
24563,720
41300,1881
34502,1136
25942,766
12273,5519
11633,5321
29077,876
26462,781
724,2862
40258,1781
32768,1037
22428,658
4245,3674
9526,4798
9361,4764
41914,1956
34378,1125
5596,3998
44239,2308
44150,2294
14897,6504
41822,1945
22244,648
37451,1432
23208,680
23843,700
45191,2429
29573,895
38122,1577
5997,4092
22681,666
42214,1998
45751,2524
11278,597
16745,7414
4802,3804
41430,1893
42396,2026
6457,4181
27491,816
39876,1743
11754,5368
36678,1345
23322,684
27317,461
23201,680
19427,9281
21129,11033
3681,571
13061,5783
16540,7292
36898,1368
42684,2066
42524,2047
3957,3605
40679,530
22170,647
34742,1157
31763,988
23072,434
27690,827
34834,1168
44551,2346
45929,2551
25269,743
2545,3263
20594,628
1658,3061
7160,4317
26828,793
27763,828
39577,1710
20795,10662
26361,453
23340,684
40773,1822
39521,1701
28417,852
28584,465
31414,972
16412,7222
2999,3370
2326,3212
21491,11400
516,2833
18089,8285
14318,6275
23049,675
46102,2583
20820,10685
36389,1314
43019,2117
36434,1319
13653,6012
42082,1977
30515,935
22544,663
5762,576
33788,1087
12432,5571
6823,4249
33139,1053
46775,2700
18755,625
31358,969
43624,2218
27691,827
19683,626
23647,695
5614,4004
34245,1116
16029,7014
24339,712
30306,923
16019,7002
7225,4327
7527,4395
755,2867
13435,5927
8818,4656
20479,10311
16998,7550
11238,5226
9051,4704
40692,1816
37561,1437
43668,2229
11566,5309
26687,789
11087,5181
16056,7037
22243,648
10378,5002
20429,10245
18951,8910
6915,4269
26016,450
38091,1574
10637,5067
19090,8990
22645,666
41646,533
6871,4259
44699,2362
44710,2363
13611,5989
12883,5717
40702,1817
29723,900
33098,1053
2818,3323
7826,4455
43551,2206
28034,838
10190,4961
32607,1026
46014,2565
14071,607
24681,725
1132,2947
28609,468
41706,1928
43174,2142
29251,378
39199,1668
39055,1662
45908,2549
32834,1040
30227,475
13345,5887
42243,537
40689,1816
877,2893
23331,684
29424,887
43783,2242
30347,924
41396,1889
5800,4044
28038,838
38806,523
38520,1613
45295,2443
29387,886
11539,5299
2785,3312
45904,2549
22964,673
10310,4990
1490,3018
46307,2614
24600,721
33137,1053
10305,4989
21450,424
23462,687
24724,725
46651,2679
18487,8576
44390,544
2584,3271
3991,571
43382,2178
37864,1546
38887,1645
7499,4385
38002,1565
16286,7147
23016,675
40053,526
34620,1151
10197,4963
33877,1094
21470,631
2464,564
39938,1748
10313,4991
38608,1624
27495,816
34362,494
20409,10221
11608,5312
24722,725
31106,957
14043,605
16539,7292
26625,789
28751,863
39517,1700
43506,2198
35701,1243
12806,5701
23600,693
9298,4749
20367,10164
21591,11531
15475,6733
46209,2594
32272,1013
42562,538
21411,11370
13480,5935
43829,2251
24484,719
27406,814
19626,9471
12933,5740
8093,4501
43380,2178
915,2901
44453,2331
17775,8040
4888,3819
6386,579
32819,1040
24761,727
9939,4899
46904,2723
16929,7504
5690,4022
24812,730
34690,1153
8078,4497
27363,813
45007,2398
44162,2297
20493,10321
2524,3255
10772,5099
9737,593
29170,878
10989,5155
41518,1910
39613,1715
10614,5057
18162,8324
34066,1106
11846,5395
43776,2241
36225,505
28398,851
26005,372
30749,943
16905,7491
18949,8910
8409,4572
3720,3535
21273,11169
37557,1436
36125,1284
23678,696
33858,1093
6448,4179
19898,9711
7797,4449
18164,8329
21717,11722
45969,2558
31912,994
12500,5599
26477,781
9356,4764
27583,824
19313,9212
10338,596
29526,893
45757,2525
35654,1239
35414,1223
17061,7584
1799,3095
37457,507
18410,421
47049,2751
19928,9756
2923,3352
23137,679
42654,2063
2109,3170
38104,1576
40918,1840
3296,3431
45005,2398
17270,7695
42979,2110
7124,4311
25313,745
41128,1857
17716,7999
43490,2196
15650,612
33421,490
20457,10286
33982,1103
18473,8563
40856,1833
29920,473
10846,5124
36948,1376
13941,6121
30750,943
22387,429
26617,789
27597,825
40391,1787
37116,1397
28754,863
9991,4914
26785,791
26514,786
45059,2404
18518,8595
44928,2394
20360,10150
6445,4177
44214,2306
11086,5181
22908,672
17586,7899
34631,1152
12041,5451
20653,10477
29755,901
37825,394
10690,5077
24199,709
17731,8011
34458,1131
19161,9055
20867,629
44473,2333
17758,8030
5599,3998
42478,2041
17156,7639
35299,1209
45203,2432
43336,2171
26942,801
29316,882
326,2806
19284,9176
6327,4158
4842,3816
17252,7679
14317,6275
38385,1605
45803,2534
31725,984
13828,6075
42705,2069
34506,1138
30476,931
41399,1889
35603,393
20639,10462
31425,972
25621,756
20119,9933
15763,6865
29415,886
20441,10271
45143,2421
12689,5654
34710,1154
36306,1301
23819,698
44307,2317
31020,955
2474,3246
46582,2665
20344,10134
24952,734
35034,1183
12364,5547
29443,889
37279,1412
11269,597
23927,702
28212,844
39443,1694
18589,8645
27724,827
39054,1661
17194,7644
31978,999
34747,1158
13255,5854
14312,6272
15663,6809
28721,863
3308,3438
7904,4463
27905,830
23942,702
32991,1048
20070,9891
19361,625
27985,834
19881,9700
29304,882
40079,1758
36091,1279
38502,1610
1091,2937
10561,5048
40720,1819
26800,792
3119,3387
17307,7724
6110,4107
26882,798
18859,8840
36160,1287
30637,939
37292,1413
28177,844
14496,6335
37731,1453
46526,2654
36613,1337
25487,752
9949,4900
17980,8192
35834,1255
32370,1015
33925,1097
13961,6129
31058,956
46235,2599
44524,2341
15267,6659
18663,8709
11821,5387
10770,5098
5350,3945
35027,1182
4508,3737
20130,9954
12783,5696
10192,4961
41152,1859
36056,1273
22765,432
9094,417
26456,781
16228,7130
38937,1654
2401,3234
3848,3576
46461,2648
27768,828
9687,4840
21359,11268
14891,6502
2688,3299
39830,1736
16151,7090
42365,2020
5309,3929
44254,2310
722,2862
46458,2647
4789,3801
39628,1715
27214,807
95,2760
21260,11159
23062,675
6762,4238
10217,4967
44635,2358
46347,2621
42599,2054
34189,1114
14536,6352
28312,847
38318,1598
4880,574
21203,11103
15615,6800
28521,854
35173,1199
41173,1865
41800,1942
45746,2523
45870,551
33057,1051
23812,698
15845,6921
13887,6097
25282,743
40768,1822
18688,8736
37178,507
36132,1286
31196,478
13665,6019
36869,1365
15177,6617
46417,2636
43465,2192
44927,2394
23503,687
3088,567
5571,3992
32340,1013
39269,1678
35976,1264
24172,708
9969,4911
33786,1087
5108,3881
22537,662
934,2905
30874,477
10060,4922
7627,4412
39088,1662
44112,2289
39063,1662
43141,540
41589,1915
712,2861
21497,11406
30456,930
22230,648
17761,8032
16414,7223
21181,11069
749,2866
25149,739
7851,4458
21056,10947
41924,1958
43220,2150
31364,970
8786,589
2186,3180
9445,593
17129,7621
28704,863
45953,2553
1682,3066
19432,9282
21437,422
35408,1222
34646,496
30405,928
35096,1192
7751,4437
999,2913
14576,6368
42989,2111
24082,706
19330,9229
32669,1031
28915,470
37441,1431
5693,4022
41689,1925
32693,1033
42876,2095
45676,2512
4470,3730
29800,904
31429,972
12194,419
40135,1764
29088,876
12780,5695
15483,6738
6549,4198
40352,526
38304,1595
20563,10396
42625,2058
7442,4373
28315,847
28397,851
43667,2229
43441,540
490,2828
8267,4538
17332,7738
8198,4517
45162,2423
38895,1646
31618,982
14195,6217
19995,9799
13463,605
34543,1141
23611,694
8255,4536
30145,917
1629,3053
43443,540
25965,767
23948,702
18594,8647
40880,1837
35817,1253
6765,4239
17791,622
34254,1116
23658,695
3638,3519
2599,3275
15553,6774
4735,3787
44447,2331
1895,3112
22976,675
37786,516
14047,605
45844,2542
19858,9681
31272,965
33289,1061
19425,9281
7168,4318
31292,967
32342,1013
36061,1273
10371,5000
2884,3342
19597,9448
11937,5413
24631,723
14250,6249
21662,11637
9990,4914
17918,8129
8851,4662
518,2833
15817,6905
38381,1605
32468,386
33815,1088
36861,506
25351,449
37656,1443
17660,7955
12967,5757
20339,10129
20207,10032
5727,4032
31456,974
14937,6526
32393,1016
5794,4042
25232,743
31192,478
561,2839
28240,844
42962,2107
28054,838
32791,489
12733,5670
1078,2932
1860,561
6311,4155
5621,4004
14186,6212
24213,709
7707,4428
5204,3898
26851,795
5687,4022
15415,6703
2282,3204
45942,2553
21146,11062
40475,1800
21759,633
5822,4049
14968,6534
13975,6132
7067,4297
2416,3238
21310,11212
26566,788
40618,1814
1455,3012
30434,928
26602,789
32998,1048
29483,891
32945,1046
36913,1370
26236,776
16169,7098
383,2812
43528,2202
45501,2482
33687,1080
7693,4426
215,2788
27371,814
31064,956
35268,500
5983,4086
32059,1003
22677,666
44986,2397
43275,2161
33981,1103
36950,1376
17499,621
42617,2057
16081,7056
36711,1351
13565,5972
28375,851
24321,710
11262,5231
40714,1819
27187,805
46747,2697
46609,2671
16367,7196
37193,1402
6253,4138
43101,2136
42924,2103
19585,9432
32534,1020
8024,4486
18432,625
2269,3199
1421,3006
9500,4791
31387,972
32111,1007
31808,990
38157,521
26953,802
37922,1554
6452,4180
27427,814
30018,911
22605,665
26233,776
32289,1013
19704,9519
14813,6466
26530,787
10813,5112
10834,5121
20806,10680
32983,1046
40569,1813
14012,6152
43756,544
28163,844
16919,7500
39570,1709
37386,1424
21556,11487
27939,462
46016,2567
24633,723
